source,technology,region,country,year,metric_type,value
Energy Institute,Nuclear,Europe,Slovenia,2007,Primary energy consumption (EJ),0.055629585
Energy Institute,Nuclear,Europe,Romania,2007,Primary energy consumption (EJ),0.075302631
Energy Institute,Nuclear,Europe,Greece,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2007,Primary energy consumption (EJ),0.654165268
Energy Institute,Nuclear,Europe,Ireland,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2007,Primary energy consumption (EJ),0.14303495
Energy Institute,Nuclear,Europe,Germany,2007,Primary energy consumption (EJ),1.372756481
Energy Institute,Nuclear,Europe,Luxembourg,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2007,Primary energy consumption (EJ),0.255652875
Energy Institute,Nuclear,Europe,Spain,2007,Primary energy consumption (EJ),0.538254082
Energy Institute,Nuclear,Europe,France,2007,Primary energy consumption (EJ),4.29534626
Energy Institute,Nuclear,Europe,North Macedonia,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2007,Primary energy consumption (EJ),0.615670025
Energy Institute,Nuclear,Europe,Poland,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Lithuania,2007,Primary energy consumption (EJ),0.096049197
Energy Institute,Nuclear,Europe,Iceland,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2007,Primary energy consumption (EJ),0.228799269
Energy Institute,Nuclear,Europe,Norway,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2007,Primary energy consumption (EJ),0.47108835
Energy Institute,Nuclear,Europe,Slovakia,2007,Primary energy consumption (EJ),0.149784744
Energy Institute,Nuclear,Europe,Switzerland,2007,Primary energy consumption (EJ),0.270875812
Energy Institute,Nuclear,Europe,Austria,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2007,Primary energy consumption (EJ),0.041029267
Energy Institute,Nuclear,Europe,Hungary,2007,Primary energy consumption (EJ),0.143367067
Energy Institute,Nuclear,Europe,Cyprus,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ukraine,2007,Primary energy consumption (EJ),0.903963685
Energy Institute,Nuclear,Europe,Denmark,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2007,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Germany,2008,Primary energy consumption (EJ),1.444248796
Energy Institute,Nuclear,Europe,Romania,2008,Primary energy consumption (EJ),0.108976096
Energy Institute,Nuclear,Europe,Belgium,2008,Primary energy consumption (EJ),0.442350149
Energy Institute,Nuclear,Europe,North Macedonia,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2008,Primary energy consumption (EJ),0.509504616
Energy Institute,Nuclear,Europe,Spain,2008,Primary energy consumption (EJ),0.572478831
Energy Institute,Nuclear,Europe,France,2008,Primary energy consumption (EJ),4.265920162
Energy Institute,Nuclear,Europe,Bulgaria,2008,Primary energy consumption (EJ),0.153038323
Energy Institute,Nuclear,Europe,Greece,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2008,Primary energy consumption (EJ),0.040469378
Energy Institute,Nuclear,Europe,Portugal,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2008,Primary energy consumption (EJ),0.162143931
Energy Institute,Nuclear,Europe,Hungary,2008,Primary energy consumption (EJ),0.143845335
Energy Institute,Nuclear,Europe,Ukraine,2008,Primary energy consumption (EJ),0.872129142
Energy Institute,Nuclear,Europe,Cyprus,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2008,Primary energy consumption (EJ),0.25774312
Energy Institute,Nuclear,Europe,Switzerland,2008,Primary energy consumption (EJ),0.26702705
Energy Institute,Nuclear,Europe,Italy,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2008,Primary energy consumption (EJ),0.620200634
Energy Institute,Nuclear,Europe,Lithuania,2008,Primary energy consumption (EJ),0.096042827
Energy Institute,Nuclear,Europe,Poland,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2008,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2008,Primary energy consumption (EJ),0.222864181
Energy Institute,Nuclear,Europe,Slovenia,2008,Primary energy consumption (EJ),0.060894981
Energy Institute,Nuclear,Europe,Lithuania,2009,Primary energy consumption (EJ),0.104701012
Energy Institute,Nuclear,Europe,Ukraine,2009,Primary energy consumption (EJ),0.800013483
Energy Institute,Nuclear,Europe,Switzerland,2009,Primary energy consumption (EJ),0.265246719
Energy Institute,Nuclear,Europe,Slovenia,2009,Primary energy consumption (EJ),0.055367295
Energy Institute,Nuclear,Europe,Turkey,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2009,Primary energy consumption (EJ),0.148823112
Energy Institute,Nuclear,Europe,Latvia,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2009,Primary energy consumption (EJ),0.455576628
Energy Institute,Nuclear,Europe,Finland,2009,Primary energy consumption (EJ),0.226968274
Energy Institute,Nuclear,Europe,France,2009,Primary energy consumption (EJ),3.952948809
Energy Institute,Nuclear,Europe,Spain,2009,Primary energy consumption (EJ),0.509017348
Energy Institute,Nuclear,Europe,United Kingdom,2009,Primary energy consumption (EJ),0.666623473
Energy Institute,Nuclear,Europe,Portugal,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2009,Primary energy consumption (EJ),0.040986009
Energy Institute,Nuclear,Europe,Poland,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,North Macedonia,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Germany,2009,Primary energy consumption (EJ),1.301763296
Energy Institute,Nuclear,Europe,Estonia,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2009,Primary energy consumption (EJ),0.147183031
Energy Institute,Nuclear,Europe,Romania,2009,Primary energy consumption (EJ),0.113378018
Energy Institute,Nuclear,Europe,Italy,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2009,Primary energy consumption (EJ),0.503340185
Energy Institute,Nuclear,Europe,Other Europe,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Greece,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2009,Primary energy consumption (EJ),0.262488633
Energy Institute,Nuclear,Europe,Slovakia,2009,Primary energy consumption (EJ),0.135847166
Energy Institute,Nuclear,Europe,Ireland,2009,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2010,Primary energy consumption (EJ),0.14621295
Energy Institute,Nuclear,Europe,Spain,2010,Primary energy consumption (EJ),0.590771675
Energy Institute,Nuclear,Europe,Finland,2010,Primary energy consumption (EJ),0.218614683
Energy Institute,Nuclear,Europe,Poland,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Lithuania,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2010,Primary energy consumption (EJ),0.05424137
Energy Institute,Nuclear,Europe,Latvia,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2010,Primary energy consumption (EJ),0.55351615
Energy Institute,Nuclear,Europe,Greece,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2010,Primary energy consumption (EJ),0.595817745
Energy Institute,Nuclear,Europe,Portugal,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,North Macedonia,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2010,Primary energy consumption (EJ),0.038057815
Energy Institute,Nuclear,Europe,Ukraine,2010,Primary energy consumption (EJ),0.854821742
Energy Institute,Nuclear,Europe,Romania,2010,Primary energy consumption (EJ),0.111445546
Energy Institute,Nuclear,Europe,Slovakia,2010,Primary energy consumption (EJ),0.13974081
Energy Institute,Nuclear,Europe,Switzerland,2010,Primary energy consumption (EJ),0.254394412
Energy Institute,Nuclear,Europe,Denmark,2010,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2010,Primary energy consumption (EJ),0.151122198
Energy Institute,Nuclear,Europe,France,2010,Primary energy consumption (EJ),4.108815193
Energy Institute,Nuclear,Europe,Belgium,2010,Primary energy consumption (EJ),0.459704489
Energy Institute,Nuclear,Europe,Germany,2010,Primary energy consumption (EJ),1.347702026
Energy Institute,Nuclear,Europe,Czech Republic,2010,Primary energy consumption (EJ),0.268361032
Energy Institute,Nuclear,Europe,Turkey,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2011,Primary energy consumption (EJ),0.45966509
Energy Institute,Nuclear,Europe,Luxembourg,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Lithuania,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2011,Primary energy consumption (EJ),0.220969737
Energy Institute,Nuclear,Europe,Slovenia,2011,Primary energy consumption (EJ),0.059228316
Energy Institute,Nuclear,Europe,Czech Republic,2011,Primary energy consumption (EJ),0.269530296
Energy Institute,Nuclear,Europe,Iceland,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,North Macedonia,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2011,Primary energy consumption (EJ),0.039461162
Energy Institute,Nuclear,Europe,Sweden,2011,Primary energy consumption (EJ),0.576324284
Energy Institute,Nuclear,Europe,Switzerland,2011,Primary energy consumption (EJ),0.2564044
Energy Institute,Nuclear,Europe,Croatia,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Greece,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2011,Primary energy consumption (EJ),4.215909958
Energy Institute,Nuclear,Europe,Germany,2011,Primary energy consumption (EJ),1.028954744
Energy Institute,Nuclear,Europe,Austria,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2011,Primary energy consumption (EJ),0.149476692
Energy Institute,Nuclear,Europe,Ukraine,2011,Primary energy consumption (EJ),0.860051334
Energy Institute,Nuclear,Europe,Slovakia,2011,Primary energy consumption (EJ),0.146865249
Energy Institute,Nuclear,Europe,Bulgaria,2011,Primary energy consumption (EJ),0.155470759
Energy Institute,Nuclear,Europe,Portugal,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Romania,2011,Primary energy consumption (EJ),0.111949615
Energy Institute,Nuclear,Europe,Poland,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2011,Primary energy consumption (EJ),0.657376647
Energy Institute,Nuclear,Europe,Norway,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Spain,2011,Primary energy consumption (EJ),0.550170541
Energy Institute,Nuclear,Europe,Latvia,2011,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2012,Primary energy consumption (EJ),0.287235081
Energy Institute,Nuclear,Europe,Slovakia,2012,Primary energy consumption (EJ),0.14677082
Energy Institute,Nuclear,Europe,Romania,2012,Primary energy consumption (EJ),0.10860946
Energy Institute,Nuclear,Europe,Latvia,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ukraine,2012,Primary energy consumption (EJ),0.853794158
Energy Institute,Nuclear,Europe,Italy,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2012,Primary energy consumption (EJ),0.217736095
Energy Institute,Nuclear,Europe,Other Europe,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2012,Primary energy consumption (EJ),0.052361995
Energy Institute,Nuclear,Europe,Netherlands,2012,Primary energy consumption (EJ),0.037080683
Energy Institute,Nuclear,Europe,Denmark,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,North Macedonia,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Germany,2012,Primary energy consumption (EJ),0.942099094
Energy Institute,Nuclear,Europe,Greece,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2012,Primary energy consumption (EJ),0.606566846
Energy Institute,Nuclear,Europe,Bulgaria,2012,Primary energy consumption (EJ),0.149517745
Energy Institute,Nuclear,Europe,Croatia,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2012,Primary energy consumption (EJ),0.666886747
Energy Institute,Nuclear,Europe,Iceland,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2012,Primary energy consumption (EJ),0.242736071
Energy Institute,Nuclear,Europe,Lithuania,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2012,Primary energy consumption (EJ),0.381679922
