source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2020,Capacity factor (%),Weighted average,32.55,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2021,Capacity factor (%),Weighted average,33,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2022,Capacity factor (%),Weighted average,33.24178442,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2023,Capacity factor (%),Weighted average,30,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2000,Capacity factor (%),Weighted average,21.9999,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2005,Capacity factor (%),Weighted average,20.9999,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2010,Capacity factor (%),Weighted average,24,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2011,Capacity factor (%),Weighted average,24,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2012,Capacity factor (%),Weighted average,25.00320852,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2013,Capacity factor (%),Weighted average,25,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2014,Capacity factor (%),Weighted average,25,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2015,Capacity factor (%),Weighted average,25,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2016,Capacity factor (%),Weighted average,19.6819,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2017,Capacity factor (%),Weighted average,25.26543607,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2018,Capacity factor (%),Weighted average,24.68451243,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2019,Capacity factor (%),Weighted average,25,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2020,Capacity factor (%),Weighted average,34.6264828,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2021,Capacity factor (%),Weighted average,24.30786793,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2022,Capacity factor (%),Weighted average,24.98847022,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2023,Capacity factor (%),Weighted average,24.97017798,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2007,Capacity factor (%),Weighted average,41.8170173,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2008,Capacity factor (%),Weighted average,42.1,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2009,Capacity factor (%),Weighted average,44.00621346,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2010,Capacity factor (%),Weighted average,40.1713948,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2011,Capacity factor (%),Weighted average,62.08408497,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2012,Capacity factor (%),Weighted average,45.41141125,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2013,Capacity factor (%),Weighted average,42.61197455,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2014,Capacity factor (%),Weighted average,40.69635153,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2015,Capacity factor (%),Weighted average,38.3214133,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2016,Capacity factor (%),Weighted average,37.22554024,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2018,Capacity factor (%),Weighted average,43.46729992,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2019,Capacity factor (%),Weighted average,35.01328697,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2020,Capacity factor (%),Weighted average,36.06949248,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2021,Capacity factor (%),Weighted average,37.02995606,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2022,Capacity factor (%),Weighted average,33.38686131,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1990,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1991,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1992,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1993,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1994,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1995,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1996,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1997,Capacity factor (%),Weighted average,27.69031528,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1998,Capacity factor (%),Weighted average,28.3711626,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1999,Capacity factor (%),Weighted average,29.06683871,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2000,Capacity factor (%),Weighted average,26.7099959,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2001,Capacity factor (%),Weighted average,26.36660945,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2002,Capacity factor (%),Weighted average,24.80490321,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2003,Capacity factor (%),Weighted average,25.07893288,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2004,Capacity factor (%),Weighted average,23.83396554,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2005,Capacity factor (%),Weighted average,25.08640421,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2006,Capacity factor (%),Weighted average,24.86739029,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2007,Capacity factor (%),Weighted average,23.66575515,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2008,Capacity factor (%),Weighted average,23.53729307,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2009,Capacity factor (%),Weighted average,26.78397044,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2010,Capacity factor (%),Weighted average,26.7,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2011,Capacity factor (%),Weighted average,26.7,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2012,Capacity factor (%),Weighted average,26.7,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2013,Capacity factor (%),Weighted average,26.7,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2014,Capacity factor (%),Weighted average,26.7,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2015,Capacity factor (%),Weighted average,30.1696,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2016,Capacity factor (%),Weighted average,30.9601,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2017,Capacity factor (%),Weighted average,33.48443679,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2018,Capacity factor (%),Weighted average,28.17662529,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2019,Capacity factor (%),Weighted average,38.5477077,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2020,Capacity factor (%),Weighted average,37.90842866,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2021,Capacity factor (%),Weighted average,42.52361915,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2022,Capacity factor (%),Weighted average,32.13185108,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2023,Capacity factor (%),Weighted average,33.20535175,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1984,Capacity factor (%),Weighted average,20.68,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1990,Capacity factor (%),Weighted average,21.71,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1991,Capacity factor (%),Weighted average,22.75,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1992,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1993,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1994,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1995,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1996,Capacity factor (%),Weighted average,19,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1997,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1998,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1999,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2001,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2002,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2003,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2004,Capacity factor (%),Weighted average,24,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2005,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2006,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2007,Capacity factor (%),Weighted average,25.89165714,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2008,Capacity factor (%),Weighted average,24,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2009,Capacity factor (%),Weighted average,27.17093046,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2010,Capacity factor (%),Weighted average,28.6,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2011,Capacity factor (%),Weighted average,27.8,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2012,Capacity factor (%),Weighted average,29.64799807,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2013,Capacity factor (%),Weighted average,31.348875,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2014,Capacity factor (%),Weighted average,29.85047517,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2015,Capacity factor (%),Weighted average,30.27650647,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2016,Capacity factor (%),Weighted average,32.83286174,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2017,Capacity factor (%),Weighted average,33.64759801,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2018,Capacity factor (%),Weighted average,36.95588334,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2019,Capacity factor (%),Weighted average,37.91671451,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2020,Capacity factor (%),Weighted average,37.77619629,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2021,Capacity factor (%),Weighted average,36.87913656,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2022,Capacity factor (%),Weighted average,34.98889714,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2023,Capacity factor (%),Weighted average,37.05938177,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,1998,Capacity factor (%),Weighted average,30.1243,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2000,Capacity factor (%),Weighted average,33.5751,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2009,Capacity factor (%),Weighted average,34.69766121,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2010,Capacity factor (%),Weighted average,25.8,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2011,Capacity factor (%),Weighted average,32.55853047,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2012,Capacity factor (%),Weighted average,30.39347998,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2013,Capacity factor (%),Weighted average,32.0964489,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2014,Capacity factor (%),Weighted average,30.61392052,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2015,Capacity factor (%),Weighted average,32.52873729,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2016,Capacity factor (%),Weighted average,37.04950425,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2017,Capacity factor (%),Weighted average,36.76872038,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2018,Capacity factor (%),Weighted average,34.60203903,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2019,Capacity factor (%),Weighted average,34.29983846,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2020,Capacity factor (%),Weighted average,37.34325076,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2021,Capacity factor (%),Weighted average,39.19871621,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2022,Capacity factor (%),Weighted average,38.27165314,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2023,Capacity factor (%),Weighted average,32.8810754,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1989,Capacity factor (%),Weighted average,20.45,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1990,Capacity factor (%),Weighted average,21.71,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1991,Capacity factor (%),Weighted average,22.75,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1992,Capacity factor (%),Weighted average,21.66666667,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1993,Capacity factor (%),Weighted average,21.14491897,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1994,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1995,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1996,Capacity factor (%),Weighted average,19,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1997,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1998,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1999,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2000,Capacity factor (%),Weighted average,24.9856281,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2001,Capacity factor (%),Weighted average,22.56701031,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2002,Capacity factor (%),Weighted average,21.18012749,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2003,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2004,Capacity factor (%),Weighted average,25.68548565,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2005,Capacity factor (%),Weighted average,23.25252525,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2006,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2007,Capacity factor (%),Weighted average,24.09261351,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2008,Capacity factor (%),Weighted average,24,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2009,Capacity factor (%),Weighted average,31.37358984,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2010,Capacity factor (%),Weighted average,30.10162824,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2011,Capacity factor (%),Weighted average,29.53737072,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2012,Capacity factor (%),Weighted average,31.75528217,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2013,Capacity factor (%),Weighted average,30.13652224,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2014,Capacity factor (%),Weighted average,29.95599973,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2015,Capacity factor (%),Weighted average,31.01921789,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2016,Capacity factor (%),Weighted average,33.13621026,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2017,Capacity factor (%),Weighted average,33.40366149,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2018,Capacity factor (%),Weighted average,40.51525505,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2019,Capacity factor (%),Weighted average,32.81703599,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2020,Capacity factor (%),Weighted average,36.83019206,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2021,Capacity factor (%),Weighted average,41.14343826,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2022,Capacity factor (%),Weighted average,37.95471239,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2023,Capacity factor (%),Weighted average,42.33797852,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1984,Capacity factor (%),Weighted average,19,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1985,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1986,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1987,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1988,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1989,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1990,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1991,Capacity factor (%),Weighted average,20,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1998,Capacity factor (%),Weighted average,26.3,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1999,Capacity factor (%),Weighted average,26.3,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2000,Capacity factor (%),Weighted average,27.8,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2001,Capacity factor (%),Weighted average,29.49205649,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2002,Capacity factor (%),Weighted average,30.71871646,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2003,Capacity factor (%),Weighted average,31.35075494,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2004,Capacity factor (%),Weighted average,32.8578795,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2005,Capacity factor (%),Weighted average,33.44103467,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2006,Capacity factor (%),Weighted average,30.46285329,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2007,Capacity factor (%),Weighted average,34.20427161,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2008,Capacity factor (%),Weighted average,33.53996685,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2009,Capacity factor (%),Weighted average,30.88524905,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2010,Capacity factor (%),Weighted average,32.90365308,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2011,Capacity factor (%),Weighted average,30.53595162,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2012,Capacity factor (%),Weighted average,31.34037241,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2013,Capacity factor (%),Weighted average,34.55426249,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2014,Capacity factor (%),Weighted average,39.9762461,
IRENA,Wind,Onshore wind,,,United States,2010-2015,2015,Capacity factor (%),Weighted average,39.40948329,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2016,Capacity factor (%),Weighted average,41.00753067,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2017,Capacity factor (%),Weighted average,42.05573078,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2018,Capacity factor (%),Weighted average,43.58851291,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2019,Capacity factor (%),Weighted average,43.79610851,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2020,Capacity factor (%),Weighted average,42.5169105,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2021,Capacity factor (%),Weighted average,45.10174362,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2022,Capacity factor (%),Weighted average,43.85695278,
IRENA,Wind,Onshore wind,,,United States,2016-2023,2023,Capacity factor (%),Weighted average,39.86869719,
IRENA,Solar,Solar PV,Utility-scale,,South Africa,2016-2023,2018,Total installed cost (USD/kW),Weighted average,1943.296952,
IRENA,Solar,Solar PV,Utility-scale,,South Africa,2016-2023,2019,Total installed cost (USD/kW),Weighted average,1536.52973,
IRENA,Solar,Solar PV,Utility-scale,,South Africa,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1344.265578,
