source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.051161318,
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.061855167,
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.045359079,
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.050232803,
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.052947672,
IRENA,Wind,Onshore wind,,,Morocco,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.042577173,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.107253995,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.078237074,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.112865355,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.123133726,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.075413088,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.127615938,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.151052767,
IRENA,Wind,Onshore wind,,,Netherlands,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.101477211,
IRENA,Wind,Onshore wind,,,Netherlands,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.102356723,
IRENA,Wind,Onshore wind,,,Netherlands,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.122637149,
IRENA,Wind,Onshore wind,,,Netherlands,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.086875904,
IRENA,Wind,Onshore wind,,,Netherlands,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.103939988,
IRENA,Wind,Onshore wind,,,Netherlands,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.096066081,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.081036415,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.089158999,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.048819018,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.053873436,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.040070003,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.045292238,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.046654657,
IRENA,Wind,Onshore wind,,,Netherlands,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.04156093,
IRENA,Wind,Onshore wind,,,New Zealand,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.085873111,
IRENA,Wind,Onshore wind,,,New Zealand,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.079372046,
IRENA,Wind,Onshore wind,,,New Zealand,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.067999499,
IRENA,Wind,Onshore wind,,,New Zealand,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.03602994,
IRENA,Wind,Onshore wind,,,New Zealand,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.035181709,
IRENA,Wind,Onshore wind,,,New Zealand,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.040955339,
IRENA,Wind,Onshore wind,,,Norway,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.546429084,
IRENA,Wind,Onshore wind,,,Norway,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.118193203,
IRENA,Wind,Onshore wind,,,Norway,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.386636886,
IRENA,Wind,Onshore wind,,,Norway,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.067873073,
IRENA,Wind,Onshore wind,,,Norway,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.117765577,
IRENA,Wind,Onshore wind,,,Norway,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.094343019,
IRENA,Wind,Onshore wind,,,Norway,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.059898859,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.068024872,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.058803632,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.062073925,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.061648454,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.040678341,
IRENA,Wind,Onshore wind,,,Norway,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.039884244,
IRENA,Wind,Onshore wind,,,Pakistan,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.144848026,
IRENA,Wind,Onshore wind,,,Pakistan,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.14243144,
IRENA,Wind,Onshore wind,,,Pakistan,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.116245049,
IRENA,Wind,Onshore wind,,,Pakistan,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.136733001,
IRENA,Wind,Onshore wind,,,Pakistan,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.119547569,
IRENA,Wind,Onshore wind,,,Pakistan,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.129070864,
IRENA,Wind,Onshore wind,,,Pakistan,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.093586811,
IRENA,Wind,Onshore wind,,,Pakistan,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.073010696,
IRENA,Wind,Onshore wind,,,Pakistan,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.052870191,
IRENA,Wind,Onshore wind,,,Panama,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.095083235,
IRENA,Wind,Onshore wind,,,Panama,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.084718284,
IRENA,Wind,Onshore wind,,,Panama,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.091112961,
IRENA,Wind,Onshore wind,,,Panama,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.116770384,
IRENA,Wind,Onshore wind,,,Peru,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.062162123,
IRENA,Wind,Onshore wind,,,Peru,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.090473191,
IRENA,Wind,Onshore wind,,,Peru,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.066687256,
IRENA,Wind,Onshore wind,,,Peru,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.05334819,
IRENA,Wind,Onshore wind,,,Peru,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.03369374,
IRENA,Wind,Onshore wind,,,Peru,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.031850395,
IRENA,Wind,Onshore wind,,,Philippines,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.104910856,
IRENA,Wind,Onshore wind,,,Philippines,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.153106699,
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.168286528,
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.142095109,
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.140292083,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.140692878,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.110123503,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.071985296,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.057923031,
IRENA,Wind,Onshore wind,,,Poland,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.111272583,
IRENA,Wind,Onshore wind,,,Poland,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.103436666,
IRENA,Wind,Onshore wind,,,Poland,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.132506804,
IRENA,Wind,Onshore wind,,,Poland,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.108103241,
IRENA,Wind,Onshore wind,,,Poland,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.061991409,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.173859107,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.149573855,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.13683334,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.159091811,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.114365135,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.092352955,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.083694733,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.063626516,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.042288423,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.046663556,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.051587101,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.049300537,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.097495156,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.109924017,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.114154741,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.107822512,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.122051471,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.10967214,
IRENA,Wind,Onshore wind,,,Portugal,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.146780558,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.117007,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.150350398,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.125647573,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.120785074,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.093007503,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.089634152,
IRENA,Wind,Onshore wind,,,Portugal,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.093141463,
IRENA,Wind,Onshore wind,,,Portugal,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.056071169,
IRENA,Wind,Onshore wind,,,Portugal,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.051674687,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.133223433,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.110411168,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.142821083,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.114368257,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.130546639,
IRENA,Wind,Onshore wind,,,Republic of Korea,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.108668569,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.138197239,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.13020342,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.138719567,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.132295617,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.086905253,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.082879742,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.067072189,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.069415651,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.06732854,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.083338891,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.067457322,
IRENA,Wind,Onshore wind,,,Russian Federation,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.106298307,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.060518054,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.058647449,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.059189304,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.050531677,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.041778448,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.105699464,
IRENA,Wind,Onshore wind,,,South Africa,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.115567084,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.126275713,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.143421328,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.122840382,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.098955865,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.089901691,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.071840166,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.061784275,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.055319136,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.05199123,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.040313798,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.049710666,
IRENA,Wind,Onshore wind,,,Ukraine,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.158063217,
IRENA,Wind,Onshore wind,,,Ukraine,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.129315021,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.106791675,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.084104267,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.057229627,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.051510503,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.095805428,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.127530438,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.110148989,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.077134268,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.082134927,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.065491199,
IRENA,Wind,Onshore wind,,,Uruguay,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.056629647,
IRENA,Wind,Onshore wind,,,Viet Nam,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.096776758,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.111128406,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.113002743,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.114116759,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.093713933,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.077331045,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.072801968,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.08219779,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.06076633,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.051155841,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.049424042,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.050653577,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2010,Total installed cost (USD/kW),Weighted average,8034.080787,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2011,Total installed cost (USD/kW),Weighted average,7882.327232,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2012,Total installed cost (USD/kW),Weighted average,5709.448541,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3351.094795,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2014,Total installed cost (USD/kW),Weighted average,3497.770228,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2600.889232,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2239.431584,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2292.328332,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2420.36534,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3578.390653,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2014,Total installed cost (USD/kW),Weighted average,3124.849138,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2844.053847,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2532.545232,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2260.380915,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2010,Total installed cost (USD/kW),Weighted average,4211.445122,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2011,Total installed cost (USD/kW),Weighted average,3955.879463,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2012,Total installed cost (USD/kW),Weighted average,3189.56598,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2462.027888,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2051.06714,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1584.698564,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1434.500475,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1345.775771,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2010,Total installed cost (USD/kW),Weighted average,6362.659928,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2011,Total installed cost (USD/kW),Weighted average,6504.721138,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2012,Total installed cost (USD/kW),Weighted average,5752.95096,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3774.650499,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2755.528113,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1813.743451,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1535.16467,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1442.459134,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2010,Total installed cost (USD/kW),Weighted average,4309.480447,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2011,Total installed cost (USD/kW),Weighted average,3427.577266,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2723.408574,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2334.52568,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2014,Total installed cost (USD/kW),Weighted average,1861.150023,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1488.506828,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1351.346572,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1295.882999,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2010,Total installed cost (USD/kW),Weighted average,5875.454027,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2011,Total installed cost (USD/kW),Weighted average,3619.662771,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2012,Total installed cost (USD/kW),Weighted average,3175.530913,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3268.694741,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2218.341643,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1511.651768,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1301.16298,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1297.569676,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2010,Total installed cost (USD/kW),Weighted average,6024.41952,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2011,Total installed cost (USD/kW),Weighted average,5645.987136,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2990.078461,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2367.650808,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2293.620259,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1130.892976,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2011,Total installed cost (USD/kW),Weighted average,6317.030427,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2012,Total installed cost (USD/kW),Weighted average,4557.523212,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3893.801712,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2014,Total installed cost (USD/kW),Weighted average,3569.556125,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2582.993444,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2834.176067,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2570.882748,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2012,Total installed cost (USD/kW),Weighted average,5186.579492,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3266.371587,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2883.942212,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2019.981953,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2607.93776,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2352.839801,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1334.051869,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1800.30753,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2010,Total installed cost (USD/kW),Weighted average,10459.48199,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2011,Total installed cost (USD/kW),Weighted average,6864.502175,
